air_conditioning,cost_system,cost_operating,elec_price,square_feet,income,residents,city
FALSE,612,145,9.8,453,64,1,1
TRUE,498,110,8.6,228,92,2,1
FALSE,663,187,11.2,687,34,2,1
FALSE,631,126,9.2,419,52,1,1
TRUE,537,148,9.9,356,83,1,1
TRUE,606,162,10.4,494,63,2,1
TRUE,511,162,10.4,352,75,1,1
FALSE,674,105,8.4,398,33,3,1
TRUE,492,174,10.8,351,79,3,1
FALSE,535,239,12.6,570,61,1,1
FALSE,590,170,10.7,494,72,1,1
FALSE,587,223,12.2,640,67,1,1
FALSE,666,87,7.6,323,32,1,1
TRUE,562,131,9.3,345,90,3,1
TRUE,527,182,11,422,63,2,1
TRUE,609,188,11.2,583,80,1,1
TRUE,539,127,9.2,308,65,3,1
TRUE,674,105,8.4,398,46,3,1
TRUE,630,190,11.2,627,74,2,1
TRUE,552,169,10.6,429,64,2,1
TRUE,592,179,10.9,525,69,2,1
FALSE,652,136,9.5,483,33,3,1
FALSE,683,151,10,587,74,1,1
TRUE,557,144,9.8,371,41,3,1
TRUE,565,127,9.2,339,68,2,1
TRUE,665,218,12,801,80,3,1
FALSE,566,224,12.2,599,69,1,1
FALSE,535,225,12.2,535,39,1,1
TRUE,570,157,10.2,425,82,1,1
FALSE,620,175,10.8,560,54,1,1
FALSE,534,173,10.7,410,58,1,1
FALSE,542,148,9.9,363,60,1,1
TRUE,643,127,9.2,435,52,2,1
FALSE,605,217,12,662,52,1,1
FALSE,547,118,8.9,293,56,1,1
TRUE,674,114,8.7,431,83,1,1
FALSE,609,123,9.1,382,53,1,1
TRUE,608,111,8.6,342,54,2,1
FALSE,513,135,9.5,296,51,1,1
FALSE,616,160,10.3,507,61,1,1
TRUE,614,99,8.1,310,57,3,1
TRUE,536,196,11.4,470,77,3,1
TRUE,588,207,11.7,596,72,2,1
TRUE,557,104,8.3,268,46,2,1
TRUE,680,136,9.5,525,56,3,1
FALSE,679,169,10.6,651,40,2,1
FALSE,650,175,10.8,616,77,1,1
FALSE,629,205,11.7,676,26,2,1
TRUE,530,129,9.3,303,50,3,1
TRUE,607,70,6.8,216,60,1,1
TRUE,671,232,12.4,872,70,2,1
TRUE,568,117,8.8,314,50,2,1
TRUE,502,157,10.2,330,71,1,1
FALSE,542,197,11.4,482,42,2,1
FALSE,605,135,9.5,412,58,1,1
FALSE,648,141,9.7,492,18,1,1
TRUE,670,175,10.8,657,71,2,1
FALSE,683,161,10.3,625,61,1,1
FALSE,520,253,13,569,67,1,1
TRUE,614,131,9.3,411,50,2,1
TRUE,661,133,9.4,484,78,1,1
TRUE,494,183,11,371,66,3,1
FALSE,560,165,10.5,431,45,2,1
TRUE,648,160,10.3,559,85,2,1
TRUE,567,102,8.3,275,46,2,1
TRUE,662,213,11.9,779,64,2,1
TRUE,538,156,10.2,376,76,1,1
FALSE,582,141,9.7,399,42,2,1
TRUE,492,236,12.5,476,59,2,1
FALSE,606,174,10.8,534,45,1,1
TRUE,581,155,10.2,435,86,2,1
TRUE,552,235,12.5,597,62,3,1
TRUE,500,110,8.5,228,71,1,1
TRUE,545,124,9.1,307,62,3,1
TRUE,676,158,10.2,599,74,2,1
TRUE,633,160,10.3,533,69,3,1
TRUE,615,140,9.6,440,73,1,1
FALSE,516,208,11.8,461,44,1,1
FALSE,594,134,9.4,394,33,2,1
FALSE,660,162,10.4,586,60,1,1
FALSE,643,242,12.7,836,50,2,1
FALSE,586,184,11.1,527,51,1,1
TRUE,591,116,8.8,337,51,2,1
FALSE,646,187,11.2,649,28,2,1
FALSE,629,136,9.5,450,47,1,1
FALSE,692,113,8.7,451,70,1,1
TRUE,513,92,7.8,201,52,2,1
TRUE,567,176,10.8,471,73,1,1
FALSE,587,132,9.4,380,26,2,1
FALSE,572,142,9.7,386,35,1,1
FALSE,640,112,8.6,381,58,1,1
TRUE,631,143,9.8,474,68,2,1
FALSE,507,154,10.1,330,26,2,1
FALSE,665,175,10.8,643,70,1,1
FALSE,641,142,9.7,486,28,3,1
FALSE,562,169,10.6,444,52,1,1
TRUE,591,131,9.3,381,77,1,1
TRUE,541,111,8.6,270,71,2,1
FALSE,630,162,10.4,535,57,1,1
TRUE,560,163,10.4,425,66,2,1
TRUE,553,110,8.6,280,70,2,1
FALSE,572,125,9.1,342,57,1,1
TRUE,501,113,8.7,235,58,1,1
TRUE,675,134,9.5,509,62,3,1
FALSE,573,114,8.7,313,48,1,1
TRUE,630,191,11.3,630,78,2,1
FALSE,589,290,13.9,838,79,1,1
FALSE,672,131,9.3,492,50,2,1
FALSE,687,288,13.8,1133,61,1,1
FALSE,679,236,12.5,905,57,2,1
TRUE,658,133,9.4,480,91,1,1
FALSE,577,171,10.7,475,46,2,1
TRUE,551,128,9.2,325,41,3,1
FALSE,560,152,10.1,397,54,1,1
FALSE,572,176,10.8,478,52,1,1
TRUE,508,102,8.3,221,45,2,1
TRUE,555,179,10.9,459,92,1,1
FALSE,563,247,12.8,652,45,2,1
FALSE,507,117,8.8,252,50,1,1
FALSE,587,115,8.8,331,41,1,1
FALSE,511,194,11.4,422,45,2,1
FALSE,547,282,13.7,704,74,1,1
TRUE,621,176,10.8,565,62,2,1
FALSE,640,152,10.1,520,52,2,1
TRUE,528,253,13,588,68,3,1
TRUE,668,102,8.2,379,73,2,1
FALSE,661,106,8.4,385,55,1,1
FALSE,495,103,8.3,210,38,2,1
TRUE,620,190,11.3,610,70,2,1
FALSE,540,113,8.7,276,41,2,1
TRUE,641,105,8.4,360,55,3,1
FALSE,692,110,8.6,440,58,1,1
FALSE,640,102,8.3,348,25,1,1
FALSE,692,198,11.5,790,44,1,1
TRUE,540,164,10.4,397,90,2,1
TRUE,614,142,9.7,445,72,2,1
TRUE,597,174,10.8,518,77,2,1
FALSE,651,133,9.4,470,56,1,1
FALSE,692,131,9.3,521,45,1,1
TRUE,539,151,10,365,67,1,1
TRUE,547,219,12.1,547,64,2,1
TRUE,537,157,10.2,377,66,2,1
FALSE,651,244,12.8,861,74,1,1
FALSE,570,102,8.3,277,37,1,1
FALSE,640,109,8.5,373,64,1,1
TRUE,609,157,10.2,485,81,1,1
TRUE,505,96,8,203,55,1,2
FALSE,646,147,9.9,512,38,1,2
FALSE,535,96,8,228,55,1,2
FALSE,588,110,8.6,318,48,1,2
TRUE,535,96,8,228,84,3,2
TRUE,678,139,9.6,532,58,2,2
FALSE,621,184,11.1,592,53,2,2
FALSE,510,144,9.8,313,60,1,2
FALSE,510,191,11.3,415,47,2,2
FALSE,689,162,10.4,641,58,1,2
FALSE,542,135,9.5,331,60,1,2
TRUE,632,180,10.9,599,56,2,2
FALSE,653,190,11.2,674,78,1,2
FALSE,513,140,9.7,307,18,2,2
TRUE,571,114,8.7,310,71,1,2
FALSE,610,210,11.8,651,81,1,2
FALSE,648,103,8.3,361,62,1,2
TRUE,688,159,10.3,626,88,1,2
TRUE,575,114,8.7,313,68,1,2
FALSE,693,161,10.3,642,42,3,2
TRUE,511,113,8.7,245,61,2,2
FALSE,550,191,11.3,480,50,2,2
TRUE,581,117,8.8,329,65,1,2
FALSE,623,136,9.5,439,41,2,2
FALSE,682,225,12.2,873,48,2,2
TRUE,519,158,10.3,354,65,2,2
TRUE,582,139,9.6,392,82,1,2
TRUE,556,204,11.7,527,66,3,2
FALSE,642,196,11.4,671,36,3,2
TRUE,641,140,9.7,480,63,2,2
TRUE,684,124,9.1,481,77,2,2
FALSE,590,205,11.7,593,33,2,2
TRUE,505,96,8,203,60,1,2
FALSE,525,175,10.8,402,36,2,2
TRUE,501,102,8.2,213,85,2,2
FALSE,672,158,10.3,595,51,2,2
TRUE,572,150,10,408,66,2,2
TRUE,613,121,9,379,81,2,2
FALSE,541,170,10.7,416,68,1,2
TRUE,513,311,14.4,681,69,2,2
TRUE,575,142,9.7,390,65,3,2
FALSE,677,192,11.3,734,81,1,2
TRUE,579,106,8.4,297,66,1,2
TRUE,648,141,9.7,495,49,3,2
TRUE,508,181,11,388,81,3,2
TRUE,663,189,11.2,692,64,3,2
TRUE,496,169,10.6,347,44,3,2
FALSE,676,193,11.4,737,43,1,2
TRUE,572,128,9.2,350,73,1,2
FALSE,529,165,10.5,386,50,1,2
TRUE,636,123,9.1,415,59,3,2
TRUE,627,120,8.9,394,59,3,2
TRUE,577,99,8.1,276,64,1,2
TRUE,514,235,12.5,516,83,3,2
FALSE,575,118,8.9,325,57,1,2
TRUE,524,179,10.9,409,51,2,2
FALSE,689,148,9.9,585,55,1,2
TRUE,577,78,7.2,217,71,1,2
TRUE,540,142,9.7,344,73,1,2
TRUE,520,96,8,216,74,1,2
FALSE,631,156,10.2,517,39,1,2
FALSE,665,108,8.5,399,27,2,2
FALSE,599,111,8.6,333,42,1,2
FALSE,660,181,11,658,42,1,2
FALSE,521,118,8.9,267,43,1,2
TRUE,520,125,9.1,283,59,2,2
FALSE,660,160,10.3,581,52,2,2
TRUE,571,161,10.4,438,51,3,2
TRUE,653,153,10.1,543,78,1,2
TRUE,581,187,11.2,527,57,2,2
FALSE,557,137,9.6,353,35,2,2
TRUE,573,144,9.8,392,58,2,2
TRUE,631,134,9.5,446,79,1,2
TRUE,534,126,9.2,298,67,1,2
TRUE,498,152,10.1,313,48,3,2
TRUE,536,133,9.4,317,75,1,2
FALSE,652,138,9.6,490,32,1,2
FALSE,529,128,9.2,298,53,1,2
FALSE,567,104,8.3,280,59,1,2
TRUE,641,118,8.9,404,51,2,2
FALSE,626,216,12,707,46,2,2
FALSE,569,174,10.8,470,53,1,2
TRUE,490,161,10.4,322,66,2,2
TRUE,664,121,9,444,74,1,2
FALSE,628,138,9.6,454,48,2,2
FALSE,588,158,10.3,455,57,1,2
TRUE,651,140,9.7,495,75,1,2
FALSE,615,116,8.8,366,52,1,2
FALSE,650,184,11.1,648,41,1,2
TRUE,661,131,9.4,479,53,3,2
TRUE,552,153,10.1,389,60,2,2
FALSE,545,148,9.9,367,48,1,2
FALSE,678,158,10.3,607,52,2,2
TRUE,584,150,10,427,88,2,2
TRUE,590,161,10.3,466,75,1,2
FALSE,673,123,9.1,465,36,3,2
FALSE,645,157,10.2,545,74,1,2
FALSE,680,153,10.1,589,57,1,2
FALSE,575,159,10.3,438,67,1,2
TRUE,594,160,10.3,472,64,3,2
TRUE,622,108,8.5,349,52,2,2
FALSE,674,91,7.8,343,57,1,2
TRUE,525,162,10.4,373,54,2,2
FALSE,586,136,9.5,390,49,1,2
FALSE,553,195,11.4,498,71,1,2
FALSE,586,94,7.9,268,49,1,2
TRUE,586,129,9.3,371,49,2,2
FALSE,546,125,9.1,311,43,2,2
TRUE,500,116,8.8,242,42,2,2
TRUE,543,170,10.6,418,53,3,2
FALSE,676,141,9.7,535,41,1,2
TRUE,492,125,9.1,253,71,3,2
TRUE,668,207,11.7,770,88,1,2
FALSE,651,146,9.9,517,53,1,2
FALSE,670,145,9.8,542,61,1,2
FALSE,687,190,11.3,746,52,2,2
TRUE,647,88,7.6,306,93,1,2
FALSE,612,99,8.1,309,42,2,2
TRUE,644,152,10.1,527,94,1,2
TRUE,620,129,9.3,412,59,3,2
TRUE,516,142,9.7,315,70,2,2
FALSE,653,142,9.7,504,55,1,2
TRUE,578,136,9.5,380,69,3,2
FALSE,668,151,10,563,34,1,2
FALSE,521,105,8.4,238,44,1,2
TRUE,613,90,7.7,281,59,2,2
FALSE,500,128,9.2,265,57,1,2
TRUE,672,101,8.2,379,39,3,2
TRUE,616,153,10.1,483,58,2,2
TRUE,568,121,9,324,77,2,2
TRUE,605,167,10.5,509,47,3,2
TRUE,538,138,9.6,334,85,1,2
FALSE,612,198,11.5,618,58,1,2
FALSE,659,209,11.8,756,64,1,2
TRUE,553,131,9.3,333,86,3,2
FALSE,691,192,11.3,762,57,1,2
TRUE,504,122,9,259,60,1,2
TRUE,635,153,10.1,513,81,2,2
TRUE,611,146,9.9,453,55,2,2
FALSE,550,152,10.1,383,50,1,2
TRUE,500,224,12.2,465,78,1,2
TRUE,523,125,9.1,284,55,3,2
TRUE,535,188,11.2,449,59,3,2
FALSE,689,225,12.2,889,83,1,2
TRUE,515,108,8.5,240,58,3,2
FALSE,523,137,9.5,311,39,1,2
TRUE,501,109,8.5,228,69,2,2
TRUE,630,210,11.8,695,67,2,2
TRUE,506,153,10.1,326,52,2,2
TRUE,514,111,8.6,243,79,3,2
FALSE,605,188,11.2,573,65,1,2
TRUE,666,140,9.7,519,60,3,2
FALSE,689,171,10.7,675,72,1,2
TRUE,544,136,9.5,336,69,1,2
TRUE,600,158,10.3,475,74,2,2
FALSE,588,200,11.5,576,66,1,2
TRUE,670,140,9.6,521,79,1,2
TRUE,506,126,9.2,269,83,1,2
TRUE,610,155,10.2,480,54,2,2
TRUE,592,154,10.1,449,72,1,2
FALSE,584,117,8.8,331,52,1,2
FALSE,553,271,13.5,691,38,1,2
FALSE,577,285,13.8,791,68,1,2
TRUE,534,147,9.9,348,67,1,2
TRUE,577,104,8.3,289,52,2,2
FALSE,667,125,9.1,465,59,1,2
FALSE,545,248,12.8,613,67,1,2
TRUE,574,97,8.1,267,55,2,2
TRUE,599,104,8.3,312,56,2,2
FALSE,687,178,10.9,699,55,1,2
TRUE,673,189,11.2,713,98,1,2
TRUE,680,175,10.8,675,59,2,2
FALSE,609,152,10.1,470,52,1,2
TRUE,619,97,8.1,311,46,2,2
TRUE,651,136,9.5,480,80,3,2
TRUE,678,97,8,370,73,2,2
FALSE,562,96,8,254,37,1,2
TRUE,544,102,8.2,251,77,2,2
FALSE,644,130,9.3,449,54,1,2
TRUE,518,173,10.7,386,83,1,2
FALSE,630,180,11,596,70,1,2
TRUE,503,172,10.7,361,69,3,2
TRUE,657,233,12.5,838,80,2,2
FALSE,587,158,10.3,455,64,1,2
FALSE,594,120,9,354,55,1,2
TRUE,651,212,11.9,747,87,1,2
TRUE,688,190,11.3,752,61,2,2
TRUE,685,146,9.9,570,77,3,2
TRUE,582,174,10.8,490,52,2,2
TRUE,664,143,9.7,524,46,3,2
TRUE,620,181,11,580,79,1,2
FALSE,591,100,8.2,291,51,1,2
FALSE,590,160,10.3,464,40,1,2
FALSE,631,148,9.9,492,52,1,2
FALSE,644,160,10.3,554,49,2,2
FALSE,642,244,12.7,837,54,1,2
FALSE,517,164,10.5,365,55,1,2
TRUE,562,113,8.7,297,69,1,2
TRUE,686,170,10.7,668,46,3,2
FALSE,610,133,9.4,414,59,1,2
TRUE,568,167,10.5,448,68,2,3
FALSE,588,174,10.8,501,57,1,3
FALSE,516,203,11.6,451,70,1,3
FALSE,596,183,11,542,31,1,3
FALSE,595,162,10.4,478,50,2,3
FALSE,562,136,9.5,359,23,3,3
FALSE,562,138,9.6,363,58,1,3
TRUE,589,167,10.5,482,77,2,3
TRUE,493,134,9.4,270,64,1,3
FALSE,556,138,9.6,356,63,1,3
TRUE,575,127,9.2,349,84,2,3
TRUE,654,119,8.9,424,48,3,3
TRUE,642,116,8.8,397,89,2,3
TRUE,523,156,10.2,356,49,2,3
TRUE,515,165,10.5,364,69,3,3
FALSE,550,125,9.1,316,54,1,3
TRUE,599,169,10.6,505,55,2,3
FALSE,580,116,8.8,326,37,1,3
FALSE,647,150,10,524,63,1,3
TRUE,569,111,8.6,300,48,3,3
TRUE,585,184,11.1,524,48,3,3
TRUE,500,144,9.8,300,65,2,3
TRUE,501,213,11.9,445,75,1,3
FALSE,607,188,11.2,577,39,3,3
FALSE,652,196,11.4,696,56,2,3
TRUE,678,138,9.6,527,59,2,3
TRUE,524,147,9.9,338,77,2,3
TRUE,679,151,10,581,63,2,3
FALSE,552,176,10.8,446,52,1,3
FALSE,661,143,9.8,519,51,1,3
FALSE,560,141,9.7,369,45,2,3
TRUE,518,153,10.1,341,64,3,3
TRUE,497,169,10.6,347,73,2,3
TRUE,558,140,9.6,362,74,2,3
FALSE,676,161,10.4,614,50,1,3
TRUE,621,138,9.6,443,63,3,3
TRUE,497,120,8.9,247,78,1,3
FALSE,622,143,9.7,460,51,1,3
TRUE,550,159,10.3,401,74,1,3
TRUE,659,176,10.8,635,81,2,3
FALSE,661,111,8.6,403,52,1,3
TRUE,554,95,7.9,241,49,2,3
TRUE,507,146,9.9,313,78,1,3
TRUE,563,163,10.4,429,72,1,3
TRUE,595,185,11.1,546,56,2,3
FALSE,692,154,10.1,613,71,1,3
FALSE,629,158,10.3,520,47,1,3
FALSE,629,198,11.5,653,35,1,3
FALSE,517,133,9.4,297,35,2,3
FALSE,684,226,12.3,880,56,1,3
TRUE,540,114,8.7,276,68,2,3
TRUE,666,179,10.9,662,68,2,3
TRUE,688,160,10.3,633,91,2,3
TRUE,501,158,10.2,329,53,3,3
FALSE,630,203,11.6,672,41,3,3
TRUE,678,175,10.8,671,60,2,3
TRUE,637,183,11,618,76,3,3
FALSE,531,160,10.3,377,67,1,3
TRUE,534,141,9.7,334,77,3,3
TRUE,685,121,9,472,52,3,3
FALSE,678,223,12.2,852,71,1,3
FALSE,683,183,11.1,712,63,1,3
FALSE,601,138,9.6,414,65,1,3
TRUE,671,243,12.7,913,54,3,3
TRUE,507,117,8.8,250,68,1,3
FALSE,673,212,11.9,799,84,1,3
TRUE,563,167,10.6,441,45,3,3
FALSE,677,149,10,568,31,1,3
FALSE,674,158,10.3,598,63,1,3
TRUE,660,162,10.4,589,58,2,3
FALSE,650,270,13.4,952,58,1,3
FALSE,605,158,10.3,484,47,2,3
TRUE,510,132,9.4,286,35,3,3
TRUE,657,95,8,342,66,2,3
TRUE,604,166,10.5,505,72,2,3
TRUE,600,104,8.3,312,61,2,3
TRUE,670,257,13.1,962,78,2,3
TRUE,599,151,10,453,57,2,3
FALSE,657,154,10.1,556,61,1,3
FALSE,561,92,7.8,242,16,1,3
FALSE,633,159,10.3,530,42,1,3
FALSE,609,127,9.2,394,63,1,3
TRUE,503,143,9.8,301,77,1,3
TRUE,611,89,7.7,276,63,1,3
FALSE,570,247,12.8,668,76,1,3
FALSE,548,202,11.6,505,56,1,3
FALSE,583,124,9.1,351,53,1,3
FALSE,533,233,12.5,552,45,2,3
FALSE,617,176,10.8,560,44,1,3
FALSE,662,230,12.4,840,67,1,3
TRUE,551,123,9,310,64,2,3
TRUE,606,98,8.1,298,57,3,3
TRUE,567,148,9.9,398,63,3,3
FALSE,493,195,11.4,396,56,1,3
TRUE,627,144,9.8,471,60,2,3
TRUE,519,119,8.9,267,75,1,3
TRUE,552,127,9.2,323,75,1,3
FALSE,571,181,11,492,59,1,3
FALSE,508,143,9.8,308,41,1,3
TRUE,566,115,8.8,308,64,1,3
FALSE,513,227,12.3,500,32,1,3
TRUE,545,148,9.9,367,63,3,3
FALSE,617,186,11.1,588,59,1,3
TRUE,573,130,9.3,356,49,2,3
FALSE,604,130,9.3,395,55,1,3
FALSE,498,203,11.6,419,39,1,3
FALSE,564,123,9,325,50,1,3
FALSE,509,130,9.3,280,34,1,3
FALSE,613,104,8.3,325,55,1,3
FALSE,519,176,10.8,396,56,1,3
TRUE,556,141,9.7,363,49,2,3
TRUE,580,158,10.3,445,60,3,3
TRUE,552,190,11.3,482,48,3,3
TRUE,515,140,9.7,309,64,2,3
TRUE,673,135,9.5,509,53,2,3
TRUE,670,87,7.6,324,77,1,3
FALSE,682,220,12.1,852,36,3,3
TRUE,536,117,8.8,279,65,1,3
FALSE,554,164,10.5,419,39,1,3
TRUE,551,165,10.5,416,62,3,3
FALSE,692,180,10.9,717,40,1,3
FALSE,518,149,10,333,43,1,3
TRUE,619,165,10.5,528,89,1,3
TRUE,559,205,11.7,534,63,2,3
TRUE,619,211,11.9,674,82,3,3
TRUE,551,92,7.8,233,74,1,3
TRUE,651,114,8.7,404,78,1,3
TRUE,595,174,10.8,513,86,1,3
TRUE,568,104,8.3,278,71,2,3
FALSE,620,92,7.8,293,36,1,3
TRUE,612,181,11,563,86,2,3
TRUE,634,155,10.2,519,91,2,3
TRUE,555,167,10.6,430,81,1,3
FALSE,625,149,10,486,28,1,3
TRUE,689,106,8.4,418,86,1,3
FALSE,552,153,10.1,390,63,1,3
FALSE,672,245,12.8,923,66,1,3
TRUE,644,123,9,423,64,3,3
TRUE,587,81,7.3,233,70,2,3
TRUE,665,142,9.7,521,68,2,3
FALSE,638,252,13,856,54,1,3
FALSE,622,141,9.7,454,37,1,3
TRUE,561,101,8.2,265,60,3,3
FALSE,530,209,11.8,489,50,2,3
FALSE,575,161,10.3,443,52,1,3
FALSE,672,103,8.3,388,59,1,3
FALSE,627,98,8.1,323,55,1,3
FALSE,627,202,11.6,663,52,2,3
TRUE,608,185,11.1,569,56,2,3
TRUE,599,115,8.8,345,69,1,3
TRUE,568,194,11.4,523,64,3,3
FALSE,683,179,10.9,696,50,1,3
TRUE,668,171,10.7,637,57,2,3
TRUE,677,201,11.6,767,60,2,3
FALSE,667,214,11.9,793,56,1,3
FALSE,651,160,10.3,565,48,1,3
FALSE,598,169,10.6,505,66,1,3
TRUE,564,164,10.5,435,75,3,3
TRUE,628,153,10.1,503,65,2,3
FALSE,555,134,9.4,344,50,1,3
TRUE,677,125,9.1,476,84,3,3
FALSE,501,143,9.8,298,61,1,3
FALSE,491,162,10.4,325,36,2,3
FALSE,684,174,10.8,678,64,1,3
FALSE,527,224,12.2,518,62,1,3
FALSE,690,110,8.6,438,36,1,3
TRUE,596,136,9.5,402,72,1,3
TRUE,653,120,8.9,425,73,3,3
TRUE,626,187,11.2,611,80,1,3
TRUE,627,159,10.3,522,74,2,3
TRUE,632,136,9.5,452,64,2,3
TRUE,503,181,11,382,63,2,3
TRUE,533,121,9,285,63,2,3
FALSE,592,105,8.3,305,58,1,3
FALSE,545,82,7.4,203,20,1,3
FALSE,588,218,12.1,627,78,1,3
TRUE,618,104,8.3,331,70,2,3
TRUE,551,136,9.5,343,50,3,3
TRUE,571,143,9.8,389,56,3,3
TRUE,500,86,7.6,179,58,2,3
TRUE,603,136,9.5,411,72,2,3
FALSE,561,114,8.7,300,60,1,3
FALSE,625,186,11.1,605,60,1,3
TRUE,500,167,10.6,350,67,2,3
FALSE,611,224,12.2,696,54,1,3
FALSE,530,115,8.8,271,46,1,3
TRUE,574,131,9.3,360,50,2,3
FALSE,619,120,8.9,382,60,1,3
FALSE,500,184,11.1,384,28,3,3
TRUE,589,296,14.1,857,69,3,3
TRUE,512,107,8.4,234,63,2,3
FALSE,656,133,9.4,476,71,1,3
TRUE,576,204,11.7,565,60,3,3
TRUE,549,135,9.5,340,48,3,3
TRUE,594,252,13,741,66,2,3
TRUE,636,99,8.1,334,91,2,3
FALSE,662,132,9.4,483,61,1,3
FALSE,660,266,13.3,965,75,1,3
TRUE,659,146,9.9,528,61,3,3
TRUE,578,142,9.7,395,53,3,3
